id;kode_satpel;kode_upt;nama;nama_en;wilayah_kerja;nama_satpel;kota;kode_pelabuhan;tembusan;otoritas_pelabuhan;syah_bandar_pelabuhan;kepala_kantor_bea_cukai;nama_pengelola;stat_ppkol;stat_insw;created_at;updated_at;deleted_at
143;"7204";"72";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tengah";"";"Provinsi Sulawesi Tengah";"Pelabuhan Laut Toli-toli";"Palu";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
144;"7300";"73";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Selatan";"";"Provinsi Sulawesi Selatan";"UPT Induk";"Makassar";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
145;"7301";"73";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Selatan";"";"Provinsi Sulawesi Selatan";"Bandara Sultan Hasanudin";"Makassar";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
146;"7302";"73";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Selatan";"";"Provinsi Sulawesi Selatan";"Pelabuhan Laut Pare-Pare";"Makassar";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
147;"7303";"73";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Selatan";"";"Provinsi Sulawesi Selatan";"Pelabuhan Laut Jeneponto";"Makassar";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
148;"7304";"73";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Selatan";"";"Provinsi Sulawesi Selatan";"Pelabuhan Laut Bajoe";"Makassar";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
149;"7400";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"UPT Induk";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
150;"7401";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Bandara Halu Oleo";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
151;"7402";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Bandara Betoambari";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
152;"7403";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Pelabuhan Laut Kendari";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
153;"7404";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Pelabuhan Laut Kolaka";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
154;"7405";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Pelabuhan Laut Raha Muna";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
155;"7406";"74";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Tenggara";"";"Provinsi Sulawesi Tenggara";"Pelabuhan Laut Wanci Wakatobi";"Kendari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
156;"7500";"75";"Balai Karantina Hewan, Ikan, dan Tumbuhan Gorontalo";"";"Provinsi Gorontalo";"UPT Induk";"Gorontalo";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
157;"7501";"75";"Balai Karantina Hewan, Ikan, dan Tumbuhan Gorontalo";"";"Provinsi Gorontalo";"Bandara Jalaluddin";"Gorontalo";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
158;"7600";"76";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Barat";"";"Provinsi Sulawesi Barat";"UPT Induk";"Mamuju";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
159;"7601";"76";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Barat";"";"Provinsi Sulawesi Barat";"Bandara Tampa Padang";"Mamuju";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
160;"7602";"76";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Barat";"";"Provinsi Sulawesi Barat";"Pelabuhan Laut Pasang Kayu";"Mamuju";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
161;"7603";"76";"Balai Karantina Hewan, Ikan, dan Tumbuhan Sulawesi Barat";"";"Provinsi Sulawesi Barat";"Pelabuhan Laut Majene";"Mamuju";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
162;"8100";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"UPT Induk";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
163;"8101";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"Bandara Pattimura";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
164;"8102";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"Pelabuhan Laut Tual";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
165;"8103";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"Pelabuhan Laut Kobisadar";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
166;"8104";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"Pelabuhan Laut Namlea";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
167;"8105";"81";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku";"";"Provinsi Maluku";"Pelabuhan Laut Dobo";"Ambon";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
168;"8200";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"UPT Induk";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
169;"8201";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"Bandara Sultan Babullah";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
170;"8202";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"Pelabuhan Laut Tobelo";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
171;"8203";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"Pelabuhan Laut Bacan";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
172;"8204";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"Pelabuhan Laut Sanana";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
173;"8205";"82";"Balai Karantina Hewan, Ikan, dan Tumbuhan Maluku Utara";"";"Provinsi Maluku Utara";"Pelabuhan Laut Morotai";"Ternate";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
174;"9100";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"UPT Induk";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
175;"9101";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"Bandara Sentani";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
176;"9102";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"Pelabuhan Laut Jayapura";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
177;"9103";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"Pelabuhan Laut Biak";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
178;"9104";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"PLBN Skouw";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
179;"9105";"91";"Balai Besar Karantina Hewan, Ikan, dan Tumbuhan Papua";"";"Provinsi Papua ";"Pelabuhan Laut Serui";"Jayapura";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
180;"9200";"92";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat";"";"Provinsi Papua Barat";"UPT Induk";"Manokwari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
181;"9600";"96";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat Daya ";"";"Provinsi Papua Barat Daya";"UPT Induk";"Manokwari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
182;"9201";"92";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat";"";"Provinsi Papua Barat";"Pelabuhan Laut Bintuni";"Manokwari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
183;"9601";"96";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat Daya ";"";"Provinsi Papua Barat Daya";"Pelabuhan Laut Kaimana ";"Sorong";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
184;"9202";"92";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat";"";"Provinsi Papua Barat";"Pelabuhan Laut Wasior";"Manokwari";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
185;"9602";"96";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Barat Daya ";"";"Provinsi Papua Barat Daya";"Pelabuhan Laut Fakfak";"Sorong";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
186;"9300";"93";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Selatan";"";"Provinsi Papua Selatan";"UPT Induk";"Merauke";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
187;"9301";"93";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Selatan";"";"Provinsi Papua Selatan";"Bandara Mopah";"Merauke";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
188;"9302";"93";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Selatan";"";"Provinsi Papua Selatan";"Pelabuhan Sungai Bade";"Merauke";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
189;"9303";"93";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Selatan";"";"Provinsi Papua Selatan";"PLBN Sota";"Merauke";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
190;"9304";"93";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Selatan";"";"Provinsi Papua Selatan";"PLBN Yetetkun Boven Digoel";"Merauke";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
191;"9400";"94";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Tengah";"";"Provinsi Papua Tengah";"UPT Induk";"Mimika";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
192;"9401";"94";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Tengah";"";"Provinsi Papua Tengah";"Pelabuhan Laut Nabire";"Mimika";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
193;"9500";"95";"Balai Karantina Hewan, Ikan, dan Tumbuhan Papua Pegunungan ";"";"Provinsi Papua Pegunungan";"UPT Induk";"Jayawijaya";\N;\N;\N;\N;\N;\N;"";"";2024-01-12 15:44:31;\N;\N
